eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197205090002,1972,5,9,,0,,217,United States,1,North America,California,San Jose,37.338475,-121.885794,1.0,0,,"5/9/1972: Unknown perpetrators firebombed the Navy-Marine Corp training center in San Jose, California, United States.  There were no casualties but the buildings sustained $1,000 in damages.",1,1,1,0.0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28.0,Military Recruiting Station/Academy,Navy-Marine Corps training center,"Navy-Marine Corps training center, San Jose California",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the War in Vietnam,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary device,0.0,0.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),1000.0,,0.0,,,,,,,0.0,,,,,,,,,This might be part of a multiple attack with the firebombing of the Naval Reserve Armory Army Vet. Center in San Jose on the same day (197205090001).  There were many Anti-War protests throughout the United Stated on May 9th.,"""Students, Veterans Protest War in Rallies From Coast to Coast,"" Baltimore Sun, May 10, 1972.",,,Hewitt Project,-9,-9,0,-9,"197205090001, 197205090002"
200204010006,2002,4,1,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Bethlehem,31.704338,35.194355,1.0,0,,"04/01/2002: Palestinian gunmen attacked and killed 1 person in the city of Bethlehem. The man was accused of collaborating with Israeli Defense Forces. The identities of the attackers were not known, and no one was captured.",1,1,1,0.0,,,1.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Civilians,Palestinian prisoners in Bethlehem.,155.0,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Palestinian Gunmen kill 11 suspected collaborators,"" Business Recorder, 04/02/2002.","Dan Ephron and Dudley Althaus, ""Bloody conflict continues; Israeli siege widens; Palestinians kill 11 collaborators,"" The Houston Chronicle, section A, p.1, 04/02/2002.","Dan Ephron, ""Suicide attacks continue despite Israeli buildup,"" The Washington Times, p.A01, 04/02/2002.",CETIS,-9,-9,0,-9,"200204010006, 200204010004, 200204010005"
201610230031,2016,10,23,2016-10-23 00:00:00,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Dulab,33.889561,42.623253,1.0,0,,"10/23/2016: Security forces discovered and defused an explosives-rigged house in Dulab, Al Anbar, Iraq. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An explosives-laden house was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Iraq: Security Roundup 1900 GMT 23 October 2016,"" Summary, October 23, 2016.",,,START Primary Collection,-9,-9,0,-9,
200908210003,2009,8,21,,0,,4,Afghanistan,6,South Asia,Ghor,,34.099578,64.905955,4.0,0,"The incident occurred in an unknown location in Ghowr, Afghanistan.","08/21/2009: On Friday, in Ghowr, Afghanistan, assailants detonated an improvised explosive device (IED). Another IED was detonated on the same day, in a different location in Ghowr, Afghanistan. Together, the bombs wounded three civilians. No group claimed responsibility.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,The bombing targeted civilians.,4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Qudsway, ""Armed Men Set Afghan Votes on Fire,"" http://quqnoos.com/index.php?option=com_content&task=view&id=3456&Itemid=48 (August 22, 2009).","National Counterterrorism Center, ""Three Civilians Wounded in IED Attacks in Ghowr, Afghanistan,"" Worldwide Incidents Tracking System, January 14th, 2010.",,ISVG,-9,-9,0,-9,"200908210003, 200908210004"
201103310010,2011,3,31,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,1.0,0,"The attack took place at the house of a police officer in Abu Ghurayb neighborhood in Baghdad, Baghdad, Iraq.","03/31/2011: On Thursday, in Abu Ghurayb neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen threw a hand grenade into the house of an off duty police officer, killing the father of the policeman and causing an unknown amount of damage to the policeman's house. No group has claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),An off duty policeman's house,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,A grenade was used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the house.,0.0,,,,,,,,,,,,,,,,,"Xinhua News Agency, ""Three People Killed in Iraq's Violence,"" Xinhua News Agency, March 31, 2011, http://news.xinhuanet.com/english2010/world/2011-03/31/c_13807809.htm.","Margaret Griffis, ""Thursday: Five Killed, 14 Wounded,"" LexisNexis Academic, Antiwar, March 31, 2011.",,ISVG,-9,-9,0,-9,
201704210027,2017,4,21,2017-04-21 00:00:00,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,1.0,0,The incident occurred in the Hayy ath-Thawrah neighborhood.,"04/21/2017: Security forces discovered and defused an explosives-rigged house in Hayy ath-Thawrah neighborhood, Mosul, Nineveh, Iraq. This was one of 34 similar events in the area on this date. No group claimed responsibility for the incident.",1,1,1,0.0,,,1.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An explosives-laden house was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Iraq: Security Roundup 1900 GMT 21 April 2017,"" Summary, April 17, 2017.",,,START Primary Collection,-9,-9,0,-9,"201704210006, 201704210007, 201704210008, 201704210009, 201704210010, 201704210011, 201704210012, 201704210013, 201704210014, 201704210015, 201704210016, 201704210017, 201704210018, 201704210019, 201704210020, 201704210021, 201704210022, 201704210023, 201704210024, 201704210025, 201704210026, 201704210027, 201704210028, 201704210029, 201704210030, 201704210031, 201704210032, 201704210033, 201704210034, 201704210035, 201704210036, 201704210037, 201704210038, 201704210039"
200706090035,2007,6,9,,0,,92,India,6,South Asia,Manipur,Moreh,24.251281,94.301304,1.0,0,,"06/09/2007: One house belonging to a Metei tribal leader was destroyed when an unknown number of suspected Kuki National Army (KNA) perpetrators set fire to the structure with unknown materials in Moreh, Manipur State, India.  No claim of responsibility was reported.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Metei tribal leaders,Metei tribal leader,92.0,India,,,,,,,,,,,,,,,,,Kuki National Army (KNA),,,,,,Unknown,0.0,,,0,,,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,Perpetrators set fire to the structure with unknown materials.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,The house belonging to the Metei tribal leader was destoryed.,0.0,,,,,,,,,,,,,,,,,"11 killed in rebel violence in Manipur, Indo-Asian News Service, June 10, 2007.","11 dead after ethnic clashes in northeast India, Agence France Presse, June 10, 2007.",,CETIS,0,1,0,1,
201311010044,2013,11,1,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0,Incident occurred in the Quaidabad area of the city.,"11/01/2013: Assailants attacked an Internet cafe in the Quaidabad area of Karachi city, Sindh province, Pakistan. The attack was intended to target someone who had already left the area. So, instead, the assailants exchanged gunfire with police. Two people were killed and three others, including an assailant, were wounded. No group claimed responsibility for the incident; however, the attack was attributed to Tehrik-i-Taliban Pakistan (TTP).",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,1,Business,7.0,Retail/Grocery/Bakery,Unknown,Internet Cafe,153.0,Pakistan,3.0,Police,23.0,Police Patrol (including vehicles and convoys),Pakistani Police,Officers,153.0,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,,,,,0.0,,,0,4.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,0.0,1.0,1,3.0,Minor (likely < $1 million),-99.0,An internet cafe was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Two killed in   attack   on internet cafe,"" Dawn (Pakistan), November 2, 2013.",,,START Primary Collection,0,0,0,0,
200012190002,2000,12,19,,0,,93,Indonesia,5,Southeast Asia,Yogyakarta Special Region,Yogyakarta,-7.797224,110.368797,1.0,0,"Dr Sardjito public hospital in Yogyakarta, central Java","12/19/2000: A bomb exploded in a bathroom at Dr. Sardjito public hospital in Yogyakarta, central Java, Indonesia.  A visitor to the hospital reported the object and, when security approached the bathroom to investigate, the device exploded.  The head of security, Maridjan, was badly injured in the explosion.  No group has claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Public hospital,Dr. Sardjito public hospital,93.0,Indonesia,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,Civilians in the vicinity of the hospital,93.0,Indonesia,,,,,,,,,Unknown,,,,,,"Specific motive is unknown; however, authorities believe that the incident was intended to promote unrest among the public.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,"The device looked like a bottle, approximately 40 centimeters tall, wrapped in plastic",0.0,0.0,0.0,1.0,0.0,0.0,1,4.0,Unknown,,The explosion caused minor damage,0.0,,,,,,,,,,,,,,,,A witness reports seeing the device the night before it detonated,"""Bomb threats end in explosion in Yogyakarta hospital,"" Antara News Agency, December 19, 2000.","Lely T. Djuhari, ""Indonesia's president flies into violence-wracked province with peace mission,"" Associated Press, December 18, 2000.","""Explosion hits Indonesia's Yogyakarta, injures one,"" Reuters, December 18, 2000.",UMD Schmid 2012,-9,-9,0,-9,
199905290001,1999,5,29,,0,,93,Indonesia,5,Southeast Asia,Aceh (Province),West Aceh Regency,4.15405,96.143965,4.0,0,,"05/29/1999: Suspected separatist rebels ambushed and killed two policemen and seven soldiers in the Setia Bakti sub-district of West Aceh Regency, Indonesia.",1,1,1,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Indonesian Police,"Two Indonesian Police Officers, who were members of a mobile unit in Aceh",93.0,Indonesia,4.0,Military,29.0,Military Unit/Patrol/Convoy,Indonesian Military,Seven soldiers on patrol in Aceh,93.0,Indonesia,,,,,,,,,Separatists,,,,,,Unknown,1.0,,,0,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Indonesian authorities suspected that Aceh separatists were responsible for the attack. Political analysts believed that the violence in Aceh could have prevented Aceh from having general elections with the rest of the country on June 7, 1999.","Rebels kill nine in Aceh ambush, The Australian, May 29, 1999.",,,CETIS,-9,-9,0,-9,
199702250005,1997,2,25,,0,,44,China,4,East Asia,Xinjiang,Urumqi,43.825645,87.616823,1.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99.0,Bus (excluding tourists),Unknown,Bus,44.0,China,,,,,,,,,,,,,,,,,Uighur Separatists,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,2.0,0.0,,22.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"199702250005, 199702250004, 199702250006"
201305270028,2013,5,27,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0,The incident took place in the Shaab area.,"05/27/2013: An explosives-laden vehicle detonated in Shaab area, Baghdad city, Baghdad governorate, Iraq. At least seven people were killed and another ten individuals were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,7.0,0.0,0.0,10.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Wave of Baghdad car bombs kills 66,"" BBC, May 27, 2013.","""Baghdad bombing death toll up to 82,"" Kuwait News Agency, May 27, 2013.",,START Primary Collection,-9,-9,0,-9,
201205210005,2012,5,20,,0,,104,Kenya,11,Sub-Saharan Africa,North Eastern,Ifo,0.114247,40.313637,1.0,0,,"05/20/2012: Assailants threw a grenade at a police station in Ifo Refugee Camp, North Eastern province, Kenya. No casualties or damage were reported in the attack. No group claimed responsibility for the incident; however, authorities suspected Transitional Federal Government (TFG) soldiers that had defected, while a media source suspected Al-Shaabab.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Kenya Police Service (KPS),Police Officer,104.0,Kenya,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,1.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The impact caused by the grenade led to the creation of a big crater.,0.0,,,,,,,,,,,,,,,,,"""Four soldiers injured in roadside explosion in northeastern Kenya,"" The Standard website, Nairobi, May 22, 2012.","""Grenade Hurled At Police Station Near Dadaab,"" The Star, May 22, 2012.",,START Primary Collection,1,1,0,1,"201205190017, 201205210005"
197303060005,1973,3,6,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,1,Assassination,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",British Army,Anton Brown,216.0,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearm,1.0,,,,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,CAIN,0,0,1,1,
198002000004,1980,2,0,,0,,183,South Africa,11,Sub-Saharan Africa,Orange Free State,Namibia,-29.166353,26.24693,1.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,1,Business,9.0,Farm/Ranch,,Farm,183.0,South Africa,,,,,,,,,,,,,,,,,South-West Africa People's Organization (SWAPO),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,Automatic firearm; Rifle,3.0,,,,,,1,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,1,1,0,1,
201712240021,2017,12,24,,0,,75,Germany,8,Western Europe,Berlin,Berlin,52.50153,13.401851,1.0,0,,"12/24/2017: An assailant drove a vehicle filled with petrol canisters into the front of the Social Democratic Party (SPD) headquarters and set the vehicle on fire in Berlin, Germany. The assailant was injured in the attack. This was one of two incidents targeting political party headquarters carried out by the same assailant on this date. No group claimed responsibility; however, authorities arrested a 58-year old man in connection with the attacks.",1,1,1,0.0,,,1.0,1,1,2,Armed Assault,,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Social Democratic Party (SPD),Headquarters,75.0,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,10.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,"Petrol canisters, lighter fluid, and a blue vehicle were used in the attack.",0.0,0.0,0.0,1.0,0.0,1.0,1,3.0,Minor (likely < $1 million),-99.0,A political party headquarters was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Crash into Berlin's SPD attributed to suicide intent,"" Deutsche Welle, December 25, 2017.","""Australia: Driver rams car laden with petrol canisters into German SDP headquarters in Berlin,"" ABC Online, December 25, 2017.","""Car bomb attack fails,"" The Nelson Mail (Nelson), December 26, 2017.",START Primary Collection,-9,-9,0,-9,"201712240021, 201712250030"
199108040005,1991,8,4,,0,,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,,,Bus Co,Bus Repair Shop,159.0,Peru,,,,,,,,,,,,,,,,,Tupac Amaru Revolutionary Movement (MRTA),,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,0.0,,,1,2.0,Major (likely >= $1 million but < $1 billion),3500000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197205260001,1972,5,26,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,69.0,Religion Identified,,"Margaret Young, 64, Protestant",233.0,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,Car bomb,1.0,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,CAIN,0,0,1,1,
201112290017,2011,12,29,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.417122,70.449593,1.0,0,In the city,"12/29/2011: Two civilians were wounded in Jalalabad, Nangarhar, Afghanistan, when a bomb exploded inside of the city.  No deaths were reported.  No claim of responsibility was reported.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilian,Two civilians,4.0,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,No property damage reported,0.0,,,,,,,,,,,,,,,,,"Rahmat Gul, ""A wounded Afghan man walks at the scene of a bomb explosion in Jalalabad,"" Associated Press, December 29, 2011.",,,START Primary Collection,-9,-9,0,-9,
201404110049,2014,4,11,,0,,228,Yemen,10,Middle East & North Africa,Abyan,Ahwar district,13.52192,46.711593,3.0,0,,"04/11/2014: An explosive device was discovered and safely defused on a bridge in Ahwar district, Abyan governorate, Yemen. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,228.0,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,12.0,Remote Trigger,,,,,,,,,,,,,A remote-controlled explosive device utilizing mobile phones as triggering mechanisms was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Yemeni   bomb   squad   defuses explosive   in Ahwar, Abyan,"" BBC Monitoring Middle East - Political Supplied by BBC Worldwide Monitoring, April 13, 2014.",,,START Primary Collection,-9,-9,0,-9,
199209050037,1992,9,5,,0,,45,Colombia,3,South America,Unknown,Cusco,,,5.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police,Patrol,45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,5.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198007020014,1980,7,2,,0,,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,,store,61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),People's Revolutionary Army (ERP) (El Salvador),,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"198007020004, 198007020005, 198007020006, 198007020007, 198007020008, 198007020009, 198007020010, 198007020011, 198007020012, 198007020013, 198007020014, 198007020015, 198007020016, 198007020017, 198007020018, 198007020019, 198007020020, 198007020021, 198007020022, 198007020023"
198608140010,1986,8,14,,0,,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,69.0,Religion Identified,,Christian neighborhood,110.0,Lebanon,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,15.0,Vehicle,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Explosive; Car bomb,20.0,,,100.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
201607210022,2016,7,21,,0,,92,India,6,South Asia,Bihar,Bakshi Bigha,24.713139,84.69993,1.0,0,,"07/21/2016: Assailants attacked a solar power plant in Bakshi Bigha, Bihar, India. There were no reported casualties, although assailants set fire to machinery and vehicles during the assault. No group claimed responsibility; however, sources attributed the incident to the Communist Party of India - Maoist (CPI-Maoist) and noted that the group had demanded an extortion prior to the attack.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107.0,Electricity,Unknown,Solar Power Plant,92.0,India,21.0,Utilities,107.0,Electricity,Unknown,Power Plant Vehicles,92.0,India,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,"The specific motive is unknown; however, sources noted that the Communist Party of India - Maoist (CPI-Maoist) had demanded an extortion prior to the attack.",0.0,,,0,40.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,Fire balls were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,"Several vehicles, unspecified machines, and a mixing plant were damaged in this attack.",0.0,,,,,,,,,,,,,,,,,"""REDS ATTACK SOLAR POWER PLANT IN AURANGABAD,"" Hindustan Times, July 23, 2016.","""Naxalites attack solar plant, set aflame vehicles in Aurangabad,"" United News of India, July 22, 2016.",,START Primary Collection,0,0,0,0,
198805030011,1988,5,3,,0,,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,Electrical Co.,High Tension Line Tower,61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),50000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"198805030011, 198805030001, 198805030002, 198805030003, 198805030004, 198805030005, 198805030006, 198805030007, 198805030008, 198805030009, 198805030010, 198805030012, 198805030013, 198805030014, 198805030015"
199610300008,1996,10,30,,0,,69,France,8,Western Europe,Corsica,Porto-Vecchio,41.591369,9.278311,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",,Villa used by Police (Gendarmerie),69.0,France,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
